autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
Carlos Eduardo de Barros Santos Júnior,Proposta de Implementação dos Algoritmos MD5 e SHA-1 em Hardware,2016,Dissertação,Mestrado,Mestrado em Engenharia Elétrica e de Computação,Universidade Federal do Rio Grande do Norte,,Marcelo Augusto Costa Fernandes,PDF direto,https://repositorio.ufrn.br/bitstreams/ad9679e7-ef20-4542-b652-e64335a15338/download,"No repositório, o título aparece como “Proposta de implementação dos algoritmos de hash MD5 e SHA-1 em hardware reconfigurável”."
