autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
Matheus Fernandes Torquato,Proposta de implementação paralela de algoritmo genético em FPGA,2017,Dissertação,Mestrado,Mestrado em Engenharia Elétrica e de Computação,Universidade Federal do Rio Grande do Norte,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Marcelo Augusto Costa Fernandes,PDF direto,https://repositorio.ufrn.br/server/api/core/bitstreams/e6e32fa7-ee1b-4ac3-8ef3-8a9a10873374/content,
