autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
Tiago Fernando Barbosa de Sousa,Equalização Neural Aplicada a Sistemas com Modulação Bidimensional em Fibra Óptica,2014,Dissertação,Doutorado,Mestrado em Engenharia Elétrica e de Computação,Universidade Federal do Rio Grande do Norte,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Marcelo Augusto Costa Fernandes,PDF direto,https://repositorio.ufrn.br/bitstreams/1383f7fd-8bb0-435d-bb62-22baca3bdaf7/download,
