autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
MATEUS ARNAUD SANTOS DE SOUSA GOLDBARG,Compressão Consciente de Modelos de Redes Neurais Profundas Baseada em Poda Seguida de Quantização,2024,Dissertação,Mestrado,Mestrado em Engenharia Elétrica,Universidade Federal do Rio Grande do Norte,Conselho Nacional de Desenvolvimento Científico e Tecnológico,Marcelo Augusto Costa Fernandes,PDF direto,https://repositorio.ufrn.br/bitstreams/7603cea4-cdeb-4e4c-be9d-938028a93bda/download,
