autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
Daniel Holanda Noronha,Proposta de Implementação em FPGA de Máquina de Vetores de Suporte,2017,Dissertação,Mestrado,Mestrado em Engenharia Elétrica e de Computação,Universidade Federal do Rio Grande do Norte,,Marcelo Augusto Costa Fernandes,"Registro localizado, PDF direto não confirmado",https://repositorio.ufrn.br/items/3802ed9c-e9af-4844-817d-135eab8d5ec1,"A busca recuperou referência a esse trabalho, mas não consegui confirmar com segurança o link direto do PDF."
