autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
KAROLAYNE SANTOS DE AZEVEDO,Aprendizagem profunda aplicada à classificação e avaliação do comportamento do Sars-CoV-2,2022,Dissertação,Mestrado,Mestrado em Engenharia Elétrica,Universidade Federal do Rio Grande do Norte,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Marcelo Augusto Costa Fernandes,PDF direto,https://repositorio.ufrn.br/server/api/core/bitstreams/a184c41e-753d-4021-8f4c-9cd4c27f817d/content,
