autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
EMANOEL LUCAS RODRIGUES COSTA,Aprendizagem de máquina aplicada ao agrupamento de dados ambientais,2020,Dissertação,Mestrado,Mestrado em Engenharia Elétrica,Universidade Federal do Rio Grande do Norte,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Marcelo Augusto Costa Fernandes,PDF direto (título no repositório aparece como variante),https://repositorio.ufrn.br/bitstreams/da384f12-59cc-425a-9e38-6a70f641ea9b/download,"No repositório, o PDF indexado aparece com título relacionado: “Mapas Auto-Organizáveis Aplicados à Análise de Dados Ambientais”."
