autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
Átila Varela Ferreira Medeiros de Oliveira,Estratégia de navegação com planejamento dinâmico e algoritmo genético aplicada a robôs móveis terrestres,2015,Dissertação,Mestrado,Mestrado em Engenharia Elétrica e de Computação,Universidade Federal do Rio Grande do Norte,,Marcelo Augusto Costa Fernandes,PDF direto,https://repositorio.ufrn.br/bitstreams/6639f61e-0a11-4d45-aad8-f6b8ae3c5f11/download,
