autor,titulo,ano,tipo,grau_secao,programa,instituicao,agencia,orientador_ou_coorientador,status_fonte,link_pdf_ou_item,observacao
Sérgio Natan Silva,Simulador de Tempo Real para Sistemas Dinâmicos Em FPGA,2016,Dissertação,Mestrado,Mestrado em Engenharia Elétrica e de Computação,Universidade Federal do Rio Grande do Norte,Coordenação de Aperfeiçoamento de Pessoal de Nível Superior,Marcelo Augusto Costa Fernandes,PDF direto,https://repositorio.ufrn.br/bitstreams/923721b5-df4f-4e66-a483-cf0dd7a7f881/download,
